事件ID,事件名,关联对象,对象类型,谓词,角色码,角色类别
IENT-6d8f289e9708d99f48395dac,南昌起义,邹劲松,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺诚,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,朱瑞,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许德华,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,武汉政府,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宣侠父,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宋庆龄,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,张应祥,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许德华,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蔡升照,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,曾天宇,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘谦初,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,德安,AdministrativeRegion,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,黄逸峰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,方步青,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈恭,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,林彪,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,武汉政府,Organization,opposed,opponent,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,大冶,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,杨溥泉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,毛泽东,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王球,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邓芬,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,和中立,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,黄德华,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,宋绮云,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,方本仁,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,谭辅之,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,任新干,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周士第,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈云庵,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,吴亚鲁,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭遨,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,谭家述,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,范长江,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,袁德生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,林伯渠,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王全芝,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,武汉工人总同盟罢工,Event,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,卢冬生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张毓梅,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王球,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,廖乾五,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐宝珊,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,弋横农民运动,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,贺锦斋,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八七会议,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,方维夏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,黄达,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,林伯渠,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,季振同,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西大旅社,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,抚河,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,夏征农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许继慎,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,梅潭河,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,刘伯承,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐成章,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邹努,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗石冰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,胡少海,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,曾延生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,钱瑛,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,孙幼凤,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,武汉工人总同盟罢工,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,肖芳,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,汉口,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,李明铨,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张国焘,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,辛竣文,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李维汉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,吴玉章,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,德溪,Place,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,苏兆征,Person,organized,organizer,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李鸣珂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八七会议,Event,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,朱云卿,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,袁德生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,董振堂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,杨溥泉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邱国忠,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,陈伯钧,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西省委,Organization,organized,organizer,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,廖乾五,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,谭辅之,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,聿修,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗荣桓,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李丕纯,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶贺军队,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭德怀,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,黄道,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张炽,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八路军一一五师三四三旅六八五团,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,上海,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,邓中夏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邵式平,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王一飞,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,高希俨,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八一暴动,Event,part_of,parent_event,event_structure
IENT-6d8f289e9708d99f48395dac,南昌起义,朱积垒,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,南昌,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,卢冬生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘伯坚,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,何长工,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺、昌,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张应祥,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐明高,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,夏征农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,甘棠湖,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,谭家述,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,唐克,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,胡毓秀,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,俞作豫,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宋庆龄,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,陈奇涵,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭彰显,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,龙协群,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,前敌委员会,Organization,opposed,opponent,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗亦农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,朱德,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶军长,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,皖西,Place,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,朱德,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗炳辉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈赓,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,曹汝谦,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张指挥,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐成章,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,南昌县,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,熊亨瀚,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,夏曦,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八七会议,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,郭芳,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,傅秋涛,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘谦初,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈毅安,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭晒,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,尹伯休,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李维汉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,袁玉冰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,舒伯传,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邓芬,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,二十军的教导团,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘九峰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,九江会议,Event,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,张太雷,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,袁玉冰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,郭亮,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,肖芳,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,卢德铭,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭德怀,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王全芝,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,雷经天,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘畴西,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶挺,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王尔琢,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,郭琴舫,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐特立,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,郭沫若,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,杨文忠,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,上海,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,黄德华,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许德华,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邓中夏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘谦初,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许甦魂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗石冰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李立三,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李鸣珂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐全直,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李立三,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,龙子仁,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈奇涵,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,余增生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,柴水香,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许甦魂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,余增生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,颜昌颐,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,毛泽东,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐明高,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周小康,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,郭琴舫,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈赓,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭彰显,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八一纪念日,TimePeriod,occurred_during,occurrence_period,time
IENT-6d8f289e9708d99f48395dac,南昌起义,毛泽东,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李汉藩,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗荣桓,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,林一民,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张发奎,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐特立,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈赓,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西省委,Organization,organized,organizer,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘伯承,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西南昌,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,叶挺,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邹努,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,甘棠湖,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,聂荣臻,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,俞作豫,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘绍德,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,雷经天,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,袁德生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李明铨,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,聿修,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,俞其炎,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘绍德,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈赓,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,南昌县,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,瞿秋白,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,侯镜如,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈明生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,姜济寰,Person,supported,supporter,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,南昌市,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,武汉工人总同盟罢工,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,尹伯休,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘畴西,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,胡少海,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,任新干,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,辛竣文,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许甦魂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,范长江,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张国焘,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李富春,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李蹊,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,粟裕,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,董振堂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,钱瑛,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,赵博生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蔡升熙,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈荫林,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,姜济寰,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,龙协群,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶挺独立团,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐名鸿,Person,supported,supporter,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李立三,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,九江大血案,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,周小康,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,王友德,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈毅,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周振汉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,林伯渠,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八七会议,Event,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,朱德,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘少奇,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李维汉,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶挺,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭彰显,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,姚有光,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,龙子仁,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭干臣,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,袁也烈,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,革命者,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李天柱,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,瑞金,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,刘久成,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,八一大桥,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,何长工,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,段玉林,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈恭,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,湘鄂赣边界地区,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,秋收暴动,Event,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,董必武,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,朱云卿,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蔡和森,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐宝珊,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,徐上达,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宛希先,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭湃,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,共产国际,Organization,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,赵醒农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,袁德生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李蹊,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,柴水香,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,guided,guide,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,龙超清,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘少甫,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蒋仁风,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宣侠父,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,何挺颖,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈潭秋,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,曾延生,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蔡升熙,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,朱介雄,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘畴西,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,肖光宇,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,孔原,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈潭秋,Person,participated_in,participant,actor
