历史阶段,阶段序,省份,文化形态,观测层,状态数
建党前传播与孕育,0,江西省,InstitutionalPractice,relation_context,27
建党前传播与孕育,0,江西省,MemoryTransmission,relation_context,3
建党前传播与孕育,0,浙江省,HistoricalPractice,relation_context,2
建党前传播与孕育,0,浙江省,InstitutionalPractice,relation_context,1
建党前传播与孕育,0,湖北省,CreativeNarrative,trusted_event_spacetime,1
建党前传播与孕育,0,湖北省,DocumentaryCulture,trusted_event_spacetime,1
建党前传播与孕育,0,湖北省,HistoricalPractice,asserted_event_spacetime,1
建党前传播与孕育,0,湖北省,HistoricalPractice,relation_context,32
建党前传播与孕育,0,湖北省,HistoricalPractice,trusted_event_spacetime,3
建党前传播与孕育,0,湖北省,InstitutionalPractice,asserted_event_spacetime,1
建党前传播与孕育,0,湖北省,InstitutionalPractice,relation_context,12
建党前传播与孕育,0,湖北省,InstitutionalPractice,trusted_event_spacetime,3
建党前传播与孕育,0,湖北省,MemoryTransmission,relation_context,1
建党前传播与孕育,0,湖南省,CreativeNarrative,relation_context,1
建党前传播与孕育,0,湖南省,DocumentaryCulture,relation_context,2
建党前传播与孕育,0,湖南省,HistoricalPractice,asserted_event_spacetime,3
建党前传播与孕育,0,湖南省,HistoricalPractice,relation_context,32
建党前传播与孕育,0,湖南省,HistoricalPractice,trusted_event_spacetime,3
建党前传播与孕育,0,湖南省,InstitutionalPractice,asserted_event_spacetime,1
建党前传播与孕育,0,湖南省,InstitutionalPractice,relation_context,37
建党前传播与孕育,0,湖南省,InstitutionalPractice,trusted_event_spacetime,1
建党前传播与孕育,0,湖南省,MaterialCulture,relation_context,1
建党前传播与孕育,0,湖南省,MemoryTransmission,relation_context,3
建党前传播与孕育,0,贵州省,HistoricalPractice,relation_context,8
建党前传播与孕育,0,贵州省,HistoricalPractice,trusted_event_spacetime,1
建党前传播与孕育,0,贵州省,InstitutionalPractice,relation_context,8
建党前传播与孕育,0,贵州省,MaterialCulture,relation_context,1
建党前传播与孕育,0,贵州省,MemoryTransmission,relation_context,2
建党前传播与孕育,0,重庆市,CreativeNarrative,relation_context,1
建党前传播与孕育,0,重庆市,DocumentaryCulture,relation_context,1
建党前传播与孕育,0,重庆市,HistoricalPractice,asserted_event_spacetime,1
建党前传播与孕育,0,重庆市,HistoricalPractice,relation_context,4
建党前传播与孕育,0,重庆市,InstitutionalPractice,relation_context,6
改革开放和社会主义现代化建设,6,上海市,HistoricalPractice,asserted_event_spacetime,1
改革开放和社会主义现代化建设,6,上海市,HistoricalPractice,relation_context,1
改革开放和社会主义现代化建设,6,上海市,InstitutionalPractice,asserted_event_spacetime,6
改革开放和社会主义现代化建设,6,上海市,InstitutionalPractice,relation_context,2
改革开放和社会主义现代化建设,6,云南省,HistoricalPractice,asserted_event_spacetime,1
改革开放和社会主义现代化建设,6,云南省,HistoricalPractice,relation_context,5
改革开放和社会主义现代化建设,6,云南省,InstitutionalPractice,asserted_event_spacetime,6
改革开放和社会主义现代化建设,6,云南省,InstitutionalPractice,relation_context,4
改革开放和社会主义现代化建设,6,四川省,HistoricalPractice,relation_context,2
改革开放和社会主义现代化建设,6,安徽省,HistoricalPractice,relation_context,1
改革开放和社会主义现代化建设,6,安徽省,InstitutionalPractice,relation_context,1
改革开放和社会主义现代化建设,6,江苏省,HistoricalPractice,relation_context,2
改革开放和社会主义现代化建设,6,江西省,HistoricalPractice,relation_context,5
改革开放和社会主义现代化建设,6,江西省,InstitutionalPractice,relation_context,8
改革开放和社会主义现代化建设,6,浙江省,HistoricalPractice,relation_context,1
改革开放和社会主义现代化建设,6,浙江省,InstitutionalPractice,relation_context,6
改革开放和社会主义现代化建设,6,湖北省,HistoricalPractice,relation_context,2
改革开放和社会主义现代化建设,6,湖南省,HistoricalPractice,relation_context,3
改革开放和社会主义现代化建设,6,湖南省,InstitutionalPractice,relation_context,8
改革开放和社会主义现代化建设,6,湖南省,MemoryTransmission,relation_context,1
改革开放和社会主义现代化建设,6,贵州省,HistoricalPractice,asserted_event_spacetime,2
改革开放和社会主义现代化建设,6,贵州省,HistoricalPractice,relation_context,3
改革开放和社会主义现代化建设,6,贵州省,InstitutionalPractice,asserted_event_spacetime,6
改革开放和社会主义现代化建设,6,贵州省,InstitutionalPractice,relation_context,1
改革开放和社会主义现代化建设,6,重庆市,HistoricalPractice,relation_context,5
社会主义革命和建设,5,上海市,CreativeNarrative,relation_context,1
社会主义革命和建设,5,上海市,DocumentaryCulture,relation_context,2
社会主义革命和建设,5,上海市,HistoricalPractice,asserted_event_spacetime,42
社会主义革命和建设,5,上海市,HistoricalPractice,relation_context,24
社会主义革命和建设,5,上海市,HistoricalPractice,trusted_event_spacetime,1
社会主义革命和建设,5,上海市,InstitutionalPractice,asserted_event_spacetime,30
社会主义革命和建设,5,上海市,InstitutionalPractice,relation_context,28
社会主义革命和建设,5,上海市,MaterialCulture,relation_context,1
社会主义革命和建设,5,上海市,MemoryTransmission,asserted_event_spacetime,2
社会主义革命和建设,5,上海市,SpiritValue,relation_context,6
社会主义革命和建设,5,云南省,DocumentaryCulture,relation_context,1
社会主义革命和建设,5,云南省,HistoricalPractice,asserted_event_spacetime,14
社会主义革命和建设,5,云南省,HistoricalPractice,relation_context,117
社会主义革命和建设,5,云南省,HistoricalPractice,trusted_event_spacetime,4
社会主义革命和建设,5,云南省,InstitutionalPractice,asserted_event_spacetime,12
社会主义革命和建设,5,云南省,InstitutionalPractice,relation_context,39
社会主义革命和建设,5,云南省,InstitutionalPractice,trusted_event_spacetime,29
社会主义革命和建设,5,云南省,MaterialCulture,relation_context,1
社会主义革命和建设,5,云南省,MemoryTransmission,relation_context,1
社会主义革命和建设,5,云南省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,云南省,SpiritValue,relation_context,2
社会主义革命和建设,5,云南省,SpiritValue,trusted_event_spacetime,1
社会主义革命和建设,5,四川省,HistoricalPractice,asserted_event_spacetime,14
社会主义革命和建设,5,四川省,HistoricalPractice,relation_context,77
社会主义革命和建设,5,四川省,HistoricalPractice,trusted_event_spacetime,6
社会主义革命和建设,5,四川省,InstitutionalPractice,asserted_event_spacetime,24
社会主义革命和建设,5,四川省,InstitutionalPractice,relation_context,17
社会主义革命和建设,5,四川省,InstitutionalPractice,trusted_event_spacetime,30
社会主义革命和建设,5,四川省,MemoryTransmission,asserted_event_spacetime,1
社会主义革命和建设,5,四川省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,四川省,SpiritValue,relation_context,2
社会主义革命和建设,5,四川省,SpiritValue,trusted_event_spacetime,1
社会主义革命和建设,5,安徽省,HistoricalPractice,asserted_event_spacetime,6
社会主义革命和建设,5,安徽省,HistoricalPractice,relation_context,21
社会主义革命和建设,5,安徽省,HistoricalPractice,trusted_event_spacetime,3
社会主义革命和建设,5,安徽省,InstitutionalPractice,asserted_event_spacetime,1
社会主义革命和建设,5,安徽省,InstitutionalPractice,relation_context,6
社会主义革命和建设,5,安徽省,InstitutionalPractice,trusted_event_spacetime,19
社会主义革命和建设,5,安徽省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,安徽省,SpiritValue,relation_context,1
社会主义革命和建设,5,江苏省,HistoricalPractice,asserted_event_spacetime,11
社会主义革命和建设,5,江苏省,HistoricalPractice,relation_context,29
社会主义革命和建设,5,江苏省,HistoricalPractice,trusted_event_spacetime,2
社会主义革命和建设,5,江苏省,InstitutionalPractice,asserted_event_spacetime,16
社会主义革命和建设,5,江苏省,InstitutionalPractice,relation_context,11
社会主义革命和建设,5,江苏省,InstitutionalPractice,trusted_event_spacetime,19
社会主义革命和建设,5,江苏省,MemoryTransmission,asserted_event_spacetime,1
社会主义革命和建设,5,江苏省,MemoryTransmission,relation_context,1
社会主义革命和建设,5,江苏省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,江西省,HistoricalPractice,asserted_event_spacetime,9
社会主义革命和建设,5,江西省,HistoricalPractice,relation_context,26
社会主义革命和建设,5,江西省,HistoricalPractice,trusted_event_spacetime,3
社会主义革命和建设,5,江西省,InstitutionalPractice,asserted_event_spacetime,22
社会主义革命和建设,5,江西省,InstitutionalPractice,relation_context,6
社会主义革命和建设,5,江西省,InstitutionalPractice,trusted_event_spacetime,18
社会主义革命和建设,5,江西省,MemoryTransmission,asserted_event_spacetime,2
社会主义革命和建设,5,江西省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,浙江省,HistoricalPractice,relation_context,4
社会主义革命和建设,5,浙江省,InstitutionalPractice,relation_context,6
社会主义革命和建设,5,湖北省,HistoricalPractice,asserted_event_spacetime,14
社会主义革命和建设,5,湖北省,HistoricalPractice,relation_context,31
社会主义革命和建设,5,湖北省,HistoricalPractice,trusted_event_spacetime,4
社会主义革命和建设,5,湖北省,InstitutionalPractice,asserted_event_spacetime,18
社会主义革命和建设,5,湖北省,InstitutionalPractice,relation_context,7
社会主义革命和建设,5,湖北省,InstitutionalPractice,trusted_event_spacetime,31
社会主义革命和建设,5,湖北省,MemoryTransmission,asserted_event_spacetime,2
社会主义革命和建设,5,湖北省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,湖北省,SpiritValue,trusted_event_spacetime,1
社会主义革命和建设,5,湖南省,DocumentaryCulture,relation_context,1
社会主义革命和建设,5,湖南省,HistoricalPractice,asserted_event_spacetime,8
社会主义革命和建设,5,湖南省,HistoricalPractice,relation_context,33
社会主义革命和建设,5,湖南省,HistoricalPractice,trusted_event_spacetime,3
社会主义革命和建设,5,湖南省,InstitutionalPractice,asserted_event_spacetime,18
社会主义革命和建设,5,湖南省,InstitutionalPractice,relation_context,14
社会主义革命和建设,5,湖南省,InstitutionalPractice,trusted_event_spacetime,29
社会主义革命和建设,5,湖南省,MaterialCulture,relation_context,1
社会主义革命和建设,5,湖南省,MemoryTransmission,asserted_event_spacetime,2
社会主义革命和建设,5,湖南省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,湖南省,SpiritValue,relation_context,2
社会主义革命和建设,5,湖南省,SpiritValue,trusted_event_spacetime,1
社会主义革命和建设,5,贵州省,HistoricalPractice,asserted_event_spacetime,30
社会主义革命和建设,5,贵州省,HistoricalPractice,relation_context,108
社会主义革命和建设,5,贵州省,HistoricalPractice,trusted_event_spacetime,6
社会主义革命和建设,5,贵州省,InstitutionalPractice,asserted_event_spacetime,24
社会主义革命和建设,5,贵州省,InstitutionalPractice,relation_context,6
社会主义革命和建设,5,贵州省,InstitutionalPractice,trusted_event_spacetime,35
社会主义革命和建设,5,贵州省,MemoryTransmission,asserted_event_spacetime,1
社会主义革命和建设,5,贵州省,MemoryTransmission,trusted_event_spacetime,1
社会主义革命和建设,5,贵州省,SpiritValue,asserted_event_spacetime,1
社会主义革命和建设,5,贵州省,SpiritValue,trusted_event_spacetime,1
社会主义革命和建设,5,重庆市,HistoricalPractice,asserted_event_spacetime,2
社会主义革命和建设,5,重庆市,HistoricalPractice,relation_context,42
社会主义革命和建设,5,重庆市,HistoricalPractice,trusted_event_spacetime,2
社会主义革命和建设,5,重庆市,InstitutionalPractice,relation_context,20
解放战争,4,上海市,CreativeNarrative,relation_context,1
解放战争,4,上海市,DocumentaryCulture,relation_context,2
解放战争,4,上海市,HistoricalPractice,asserted_event_spacetime,46
解放战争,4,上海市,HistoricalPractice,relation_context,38
解放战争,4,上海市,HistoricalPractice,trusted_event_spacetime,3
解放战争,4,上海市,InstitutionalPractice,asserted_event_spacetime,34
解放战争,4,上海市,InstitutionalPractice,relation_context,35
解放战争,4,上海市,MaterialCulture,relation_context,3
解放战争,4,上海市,MemoryTransmission,asserted_event_spacetime,2
解放战争,4,上海市,MemoryTransmission,relation_context,3
解放战争,4,上海市,SpiritValue,relation_context,5
解放战争,4,云南省,DocumentaryCulture,relation_context,2
解放战争,4,云南省,HistoricalPractice,asserted_event_spacetime,26
解放战争,4,云南省,HistoricalPractice,relation_context,274
解放战争,4,云南省,HistoricalPractice,trusted_event_spacetime,1
解放战争,4,云南省,InstitutionalPractice,asserted_event_spacetime,29
解放战争,4,云南省,InstitutionalPractice,relation_context,63
解放战争,4,云南省,MaterialCulture,relation_context,1
解放战争,4,云南省,MemoryTransmission,asserted_event_spacetime,1
解放战争,4,云南省,MemoryTransmission,relation_context,1
解放战争,4,云南省,SpiritValue,asserted_event_spacetime,1
解放战争,4,云南省,SpiritValue,relation_context,3
解放战争,4,四川省,HistoricalPractice,asserted_event_spacetime,17
解放战争,4,四川省,HistoricalPractice,relation_context,155
解放战争,4,四川省,HistoricalPractice,trusted_event_spacetime,4
解放战争,4,四川省,InstitutionalPractice,asserted_event_spacetime,39
解放战争,4,四川省,InstitutionalPractice,relation_context,45
解放战争,4,四川省,InstitutionalPractice,trusted_event_spacetime,1
解放战争,4,四川省,MemoryTransmission,asserted_event_spacetime,2
解放战争,4,四川省,SpiritValue,asserted_event_spacetime,1
解放战争,4,四川省,SpiritValue,relation_context,3
解放战争,4,安徽省,CreativeNarrative,relation_context,1
解放战争,4,安徽省,HistoricalPractice,asserted_event_spacetime,16
解放战争,4,安徽省,HistoricalPractice,relation_context,111
解放战争,4,安徽省,HistoricalPractice,trusted_event_spacetime,1
解放战争,4,安徽省,InstitutionalPractice,asserted_event_spacetime,21
解放战争,4,安徽省,InstitutionalPractice,relation_context,31
解放战争,4,安徽省,MaterialCulture,relation_context,2
解放战争,4,安徽省,MemoryTransmission,relation_context,4
解放战争,4,安徽省,SpiritValue,asserted_event_spacetime,1
解放战争,4,安徽省,SpiritValue,relation_context,2
解放战争,4,江苏省,HistoricalPractice,asserted_event_spacetime,26
解放战争,4,江苏省,HistoricalPractice,relation_context,151
解放战争,4,江苏省,HistoricalPractice,trusted_event_spacetime,3
解放战争,4,江苏省,InstitutionalPractice,asserted_event_spacetime,39
解放战争,4,江苏省,InstitutionalPractice,relation_context,27
解放战争,4,江苏省,InstitutionalPractice,trusted_event_spacetime,4
解放战争,4,江苏省,MaterialCulture,relation_context,2
解放战争,4,江苏省,MemoryTransmission,asserted_event_spacetime,1
解放战争,4,江苏省,MemoryTransmission,relation_context,4
解放战争,4,江苏省,SpiritValue,asserted_event_spacetime,1
解放战争,4,江苏省,SpiritValue,relation_context,1
解放战争,4,江西省,DocumentaryCulture,relation_context,1
解放战争,4,江西省,HistoricalPractice,asserted_event_spacetime,11
解放战争,4,江西省,HistoricalPractice,relation_context,61
解放战争,4,江西省,HistoricalPractice,trusted_event_spacetime,2
解放战争,4,江西省,InstitutionalPractice,asserted_event_spacetime,38
解放战争,4,江西省,InstitutionalPractice,relation_context,17
解放战争,4,江西省,InstitutionalPractice,trusted_event_spacetime,2
解放战争,4,江西省,MemoryTransmission,asserted_event_spacetime,2
解放战争,4,江西省,MemoryTransmission,relation_context,1
解放战争,4,江西省,SpiritValue,asserted_event_spacetime,1
解放战争,4,江西省,SpiritValue,relation_context,1
解放战争,4,浙江省,HistoricalPractice,relation_context,11
解放战争,4,浙江省,InstitutionalPractice,relation_context,1
解放战争,4,湖北省,HistoricalPractice,asserted_event_spacetime,24
解放战争,4,湖北省,HistoricalPractice,relation_context,118
解放战争,4,湖北省,HistoricalPractice,trusted_event_spacetime,5
解放战争,4,湖北省,InstitutionalPractice,asserted_event_spacetime,35
解放战争,4,湖北省,InstitutionalPractice,relation_context,43
解放战争,4,湖北省,InstitutionalPractice,trusted_event_spacetime,7
解放战争,4,湖北省,MaterialCulture,relation_context,1
解放战争,4,湖北省,MemoryTransmission,asserted_event_spacetime,3
解放战争,4,湖北省,MemoryTransmission,relation_context,2
解放战争,4,湖北省,SpiritValue,asserted_event_spacetime,1
解放战争,4,湖北省,SpiritValue,relation_context,2
解放战争,4,湖南省,DocumentaryCulture,relation_context,1
解放战争,4,湖南省,HistoricalPractice,asserted_event_spacetime,11
解放战争,4,湖南省,HistoricalPractice,relation_context,69
解放战争,4,湖南省,HistoricalPractice,trusted_event_spacetime,1
解放战争,4,湖南省,InstitutionalPractice,asserted_event_spacetime,39
解放战争,4,湖南省,InstitutionalPractice,relation_context,32
解放战争,4,湖南省,MaterialCulture,relation_context,2
解放战争,4,湖南省,MemoryTransmission,asserted_event_spacetime,3
解放战争,4,湖南省,MemoryTransmission,relation_context,2
解放战争,4,湖南省,SpiritValue,asserted_event_spacetime,1
解放战争,4,湖南省,SpiritValue,relation_context,4
解放战争,4,西藏自治区,HistoricalPractice,relation_context,1
解放战争,4,贵州省,CreativeNarrative,relation_context,1
解放战争,4,贵州省,HistoricalPractice,asserted_event_spacetime,30
解放战争,4,贵州省,HistoricalPractice,relation_context,170
解放战争,4,贵州省,InstitutionalPractice,asserted_event_spacetime,47
解放战争,4,贵州省,InstitutionalPractice,relation_context,49
解放战争,4,贵州省,MaterialCulture,relation_context,1
解放战争,4,贵州省,MemoryTransmission,asserted_event_spacetime,2
解放战争,4,贵州省,MemoryTransmission,relation_context,2
解放战争,4,贵州省,SpiritValue,asserted_event_spacetime,1
解放战争,4,贵州省,SpiritValue,relation_context,2
解放战争,4,重庆市,DocumentaryCulture,relation_context,1
解放战争,4,重庆市,HistoricalPractice,asserted_event_spacetime,4
解放战争,4,重庆市,HistoricalPractice,relation_context,93
解放战争,4,重庆市,HistoricalPractice,trusted_event_spacetime,3
解放战争,4,重庆市,InstitutionalPractice,asserted_event_spacetime,9
解放战争,4,重庆市,InstitutionalPractice,relation_context,24
解放战争,4,重庆市,MemoryTransmission,relation_context,1
